City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Description
227,Abha,40,SA,2022-07-27 19:21:23,68,18.2164,42.5053,66.02,5.75,scattered clouds
228,Tirano,6,IT,2022-07-27 19:21:23,89,46.2154,10.1679,73.83,0.85,clear sky
229,Naze,99,JP,2022-07-27 19:21:24,84,28.3667,129.4833,76.12,17.76,heavy intensity rain
230,Kirkland Lake,100,CA,2022-07-27 19:21:24,56,48.1446,-80.0377,73.69,10.56,light rain
231,Belmonte,2,BR,2022-07-27 19:21:25,64,-15.8631,-38.8828,75.36,7.94,clear sky
232,Cardston,51,CA,2022-07-27 19:20:33,36,49.2,-113.3019,79.09,5.14,broken clouds
233,Chimbote,46,PE,2022-07-27 19:21:26,73,-9.0853,-78.5783,67.03,12.19,scattered clouds
234,Vulcan,80,RO,2022-07-27 19:21:26,57,45.3833,23.2667,66.06,4.56,broken clouds
235,Mandalgovi,100,MN,2022-07-27 19:20:31,52,45.7625,106.2708,59.97,11.45,light rain
236,Te Anau,100,NZ,2022-07-27 19:21:27,98,-45.4167,167.7167,42.21,2.71,overcast clouds
237,Haines Junction,100,CA,2022-07-27 19:21:27,58,60.7522,-137.5108,57.15,2.3,overcast clouds
238,Borazjan,100,IR,2022-07-27 19:21:28,58,29.2666,51.2159,92.28,5.48,overcast clouds
239,Half Moon Bay,100,US,2022-07-27 19:21:28,71,37.4636,-122.4286,82.58,14.97,overcast clouds
240,New Norfolk,28,AU,2022-07-27 19:21:29,79,-42.7826,147.0587,45.9,3.0,scattered clouds
241,Cayenne,75,GF,2022-07-27 19:21:29,1,4.9333,-52.3333,82.09,4.61,broken clouds
242,Avarua,75,CK,2022-07-27 19:21:30,64,-21.2078,-159.775,75.25,13.8,broken clouds
243,Winslow,100,US,2022-07-27 19:21:30,53,35.0242,-110.6974,78.98,11.5,overcast clouds
244,Todos Santos,10,MX,2022-07-27 19:21:31,77,23.45,-110.2167,97.05,8.99,clear sky
245,Port Hedland,3,AU,2022-07-27 19:19:46,59,-20.3167,118.5667,60.85,9.22,clear sky
246,Lakselv,100,NO,2022-07-27 19:21:31,82,70.0513,24.9718,55.22,21.85,overcast clouds
247,Tiznit,0,MA,2022-07-27 19:21:32,36,29.5833,-9.5,82.17,7.92,clear sky
248,Kobryn,39,BY,2022-07-27 19:21:32,63,52.2138,24.3564,62.15,4.85,scattered clouds
249,Sola,100,VU,2022-07-27 19:17:48,79,-13.8833,167.55,79.81,9.82,light rain
250,Alice Springs,0,AU,2022-07-27 19:19:42,69,-23.7,133.8833,29.75,0.0,clear sky
251,Kununurra,47,AU,2022-07-27 19:21:33,28,-15.7667,128.7333,71.58,12.66,scattered clouds
252,Milkovo,100,RU,2022-07-27 19:21:34,75,54.7167,158.6167,57.09,4.07,overcast clouds
253,Lebu,44,CL,2022-07-27 19:21:34,73,-37.6167,-73.65,54.28,11.16,scattered clouds
254,Manaure,92,CO,2022-07-27 19:21:35,50,11.7751,-72.4445,89.92,16.08,overcast clouds
255,Comodoro Rivadavia,20,AR,2022-07-27 19:21:35,61,-45.8667,-67.5,46.26,12.66,few clouds
256,Kassala,100,SD,2022-07-27 19:21:36,87,15.451,36.4,71.87,9.82,overcast clouds
257,Olga,100,RU,2022-07-27 19:21:36,98,43.7444,135.2892,67.3,4.21,overcast clouds
258,Chicama,23,PE,2022-07-27 19:21:37,63,-7.8447,-79.1469,63.14,10.6,few clouds
259,Arraial Do Cabo,0,BR,2022-07-27 19:21:37,69,-22.9661,-42.0278,76.96,19.57,clear sky
260,Lompoc,0,US,2022-07-27 19:21:38,71,34.6391,-120.4579,85.69,12.66,clear sky
261,Taoudenni,0,ML,2022-07-27 19:21:38,6,22.6783,-3.9836,107.98,15.23,clear sky
262,Chapais,95,CA,2022-07-27 19:18:41,43,49.7834,-74.8492,74.98,3.42,overcast clouds
263,Pesceana,21,RO,2022-07-27 19:21:39,47,44.8833,24.15,75.65,7.63,few clouds
264,Smithers,0,CA,2022-07-27 19:19:11,53,54.7804,-127.1743,77.32,4.61,clear sky
265,La Ronge,40,CA,2022-07-27 19:21:40,40,55.1001,-105.2842,70.02,10.36,scattered clouds
266,Egvekinot,100,RU,2022-07-27 19:21:40,77,66.3167,-179.1667,38.03,6.67,light rain
267,Vao,2,NC,2022-07-27 19:21:40,71,-22.6667,167.4833,68.88,9.37,clear sky
268,Tura,86,IN,2022-07-27 19:21:41,89,25.5198,90.2201,74.84,3.24,overcast clouds
269,Andapa,8,MG,2022-07-27 19:21:41,97,-14.65,49.65,58.8,2.77,clear sky
270,Fortuna,28,US,2022-07-27 19:21:42,72,40.5982,-124.1573,71.92,4.0,scattered clouds
271,Pisco,20,PE,2022-07-27 19:21:42,77,-13.7,-76.2167,64.45,9.22,few clouds
272,Provideniya,100,RU,2022-07-27 19:21:43,78,64.3833,-173.3,46.06,6.6,overcast clouds
273,Bonthe,100,SL,2022-07-27 19:21:43,87,7.5264,-12.505,75.87,6.73,light rain
274,Aksarka,5,RU,2022-07-27 19:19:37,70,66.5606,67.7975,54.52,5.48,clear sky
275,Texarkana,40,US,2022-07-27 19:20:51,35,33.4251,-94.0477,100.15,11.99,scattered clouds
276,Viedma,100,AR,2022-07-27 19:21:45,91,-40.8135,-62.9967,49.73,16.37,overcast clouds
277,Port Lincoln,72,AU,2022-07-27 19:21:45,86,-34.7333,135.8667,50.29,7.87,broken clouds
278,Kysyl-Syr,11,RU,2022-07-27 19:21:45,75,63.8986,122.7617,63.86,4.81,few clouds
279,Coquimbo,0,CL,2022-07-27 19:21:46,77,-29.9533,-71.3436,58.73,11.5,clear sky
280,Gravdal,75,NO,2022-07-27 19:21:46,87,68.1214,13.5031,49.89,13.8,broken clouds
281,Nanakuli,40,US,2022-07-27 19:21:47,55,21.3906,-158.1547,82.45,10.36,scattered clouds
282,Koslan,71,RU,2022-07-27 19:21:47,64,63.4564,48.8989,59.32,5.61,broken clouds
283,Nome,100,US,2022-07-27 19:21:48,81,64.5011,-165.4064,49.15,0.0,overcast clouds
284,Denpasar,20,ID,2022-07-27 19:17:14,83,-8.65,115.2167,76.71,6.91,few clouds
285,Erenhot,3,CN,2022-07-27 19:21:49,27,43.6475,111.9767,73.85,6.67,clear sky
286,Saint-Pierre,40,RE,2022-07-27 19:21:49,82,-21.3393,55.4781,69.91,5.75,scattered clouds
287,Esperance,12,AU,2022-07-27 19:21:50,79,-33.8667,121.9,53.89,13.44,few clouds
288,Puerto Rico,80,AR,2022-07-27 19:21:50,39,-26.796,-55.024,85.17,3.47,broken clouds
289,Waingapu,7,ID,2022-07-27 19:21:50,88,-9.6567,120.2641,73.9,12.75,clear sky
290,Cervo,3,ES,2022-07-27 19:21:51,72,43.6702,-7.4101,69.96,5.19,clear sky
291,Praia,20,CV,2022-07-27 19:20:54,74,14.9215,-23.5087,82.94,8.05,few clouds
292,Shenjiamen,32,CN,2022-07-27 19:21:52,91,29.9576,122.298,79.88,15.61,scattered clouds
293,Kenai,0,US,2022-07-27 19:20:44,62,60.5544,-151.2583,63.03,4.61,clear sky
294,Orlovskiy,50,RU,2022-07-27 19:21:52,63,46.8714,42.0592,71.33,7.0,scattered clouds
295,Nyurba,17,RU,2022-07-27 19:21:53,90,63.2842,118.3319,68.85,4.29,few clouds
296,Port Hardy,0,CA,2022-07-27 19:21:53,73,50.6996,-127.4199,69.98,3.44,clear sky
297,Malyye Derbety,100,RU,2022-07-27 19:21:54,59,47.9547,44.6808,75.58,9.37,moderate rain
298,Yulara,0,AU,2022-07-27 19:21:54,39,-25.2406,130.9889,42.48,8.55,clear sky
299,Acajutla,33,SV,2022-07-27 19:21:55,75,13.5928,-89.8275,82.8,7.27,scattered clouds
300,Mount Gambier,92,AU,2022-07-27 19:21:55,100,-37.8333,140.7667,39.11,4.61,mist
301,Peniche,0,PT,2022-07-27 19:21:56,79,39.3558,-9.3811,70.29,19.01,clear sky
302,Dogondoutchi,99,NE,2022-07-27 19:21:56,44,13.6393,4.0287,92.19,13.09,overcast clouds
303,Palu,70,ID,2022-07-27 19:21:57,96,-0.8917,119.8707,75.4,2.53,broken clouds
304,Mishelevka,100,RU,2022-07-27 19:21:57,77,52.8575,103.1719,55.83,5.64,overcast clouds
305,Caceres,0,ES,2022-07-27 19:21:58,16,39.522,-6.3748,90.57,7.81,clear sky
306,Bartica,82,GY,2022-07-27 19:21:58,89,6.4,-58.6167,88.12,4.12,broken clouds
307,Ternate,10,ID,2022-07-27 19:21:59,82,0.8,127.4,79.36,2.68,clear sky
308,Traismauer,32,AT,2022-07-27 19:21:59,83,48.3519,15.7635,73.31,5.23,scattered clouds
309,Mehamn,100,NO,2022-07-27 19:22:00,100,71.0357,27.8492,51.75,9.22,light intensity drizzle
310,Los Llanos De Aridane,20,ES,2022-07-27 19:17:25,78,28.6585,-17.9182,71.35,16.11,few clouds
311,Linxia,0,CN,2022-07-27 19:22:00,57,35.6003,103.2064,58.71,5.23,clear sky
312,Heyang,100,CN,2022-07-27 19:22:01,95,26.1011,107.473,70.38,2.28,light rain
313,Catia La Mar,100,VE,2022-07-27 19:22:01,86,10.6038,-67.0303,81.91,6.85,overcast clouds
314,Picton,0,AU,2022-07-27 19:22:02,77,-34.1833,150.6,52.74,7.99,clear sky
315,Yinchuan,1,CN,2022-07-27 19:22:02,34,38.4681,106.2731,75.79,8.23,clear sky
316,Slave Lake,0,CA,2022-07-27 19:22:03,60,55.2834,-114.769,75.18,4.61,clear sky
317,Korcula,100,HR,2022-07-27 19:22:03,76,42.9622,17.1369,80.58,9.06,overcast clouds
318,Razole,99,IN,2022-07-27 19:22:04,87,16.4833,81.8333,78.96,2.71,overcast clouds
319,Barranquilla,75,CO,2022-07-27 19:21:48,100,10.9639,-74.7964,87.58,9.22,broken clouds
320,Nokaneng,0,BW,2022-07-27 19:22:05,25,-19.6667,22.2667,64.62,7.16,clear sky
321,Monterey,0,US,2022-07-27 19:20:06,25,36.2505,-121.2516,95.18,3.62,clear sky
322,Yaan,97,NG,2022-07-27 19:22:06,92,7.3833,8.5667,73.56,2.42,overcast clouds
323,Zhangye,19,CN,2022-07-27 19:22:06,24,38.9342,100.4517,72.93,8.23,few clouds
324,Zambezi,63,ZM,2022-07-27 19:22:06,34,-13.5432,23.1047,60.48,5.55,broken clouds
325,Lashio,97,MM,2022-07-27 19:19:06,99,22.9333,97.75,68.34,0.67,overcast clouds
326,Kaberamaido,97,UG,2022-07-27 19:22:07,67,1.7389,33.1594,72.12,1.72,overcast clouds
327,Klaksvik,100,FO,2022-07-27 19:22:08,85,62.2266,-6.589,52.72,12.55,overcast clouds
328,Rovaniemi,75,FI,2022-07-27 19:22:08,100,66.5,25.7167,56.61,5.75,broken clouds
329,Pelotas,28,BR,2022-07-27 19:18:02,73,-31.7719,-52.3425,69.82,6.91,scattered clouds
330,Azangaro,4,PE,2022-07-27 19:22:09,14,-14.9167,-70.2167,62.6,5.68,clear sky
331,Zaysan,0,KZ,2022-07-27 19:22:10,25,47.4667,84.8667,70.68,10.47,clear sky
332,Tharad,55,IN,2022-07-27 19:20:09,77,24.3961,71.6267,83.34,11.16,broken clouds
333,Encantado,100,BR,2022-07-27 19:22:10,87,-29.2361,-51.8697,80.62,1.88,overcast clouds
334,Vilhena,0,BR,2022-07-27 19:22:11,29,-12.7406,-60.1458,88.02,11.5,clear sky
335,Hervey Bay,0,AU,2022-07-27 19:22:11,70,-25.2986,152.8535,48.02,4.0,clear sky
336,Sioux Lookout,100,CA,2022-07-27 19:22:12,67,50.1001,-91.917,62.67,16.11,thunderstorm with light rain
337,Makakilo City,40,US,2022-07-27 19:22:12,56,21.3469,-158.0858,81.01,14.97,scattered clouds
338,Honiara,89,SB,2022-07-27 19:22:13,86,-9.4333,159.95,75.87,4.29,overcast clouds
339,Buarcos,0,PT,2022-07-27 19:22:13,77,40.166,-8.8768,70.56,15.14,clear sky
340,El Alto,54,PE,2022-07-27 19:22:14,68,-4.2714,-81.2147,73.06,15.99,broken clouds
341,Mogzon,100,RU,2022-07-27 19:22:14,96,51.7435,111.9606,50.81,8.93,overcast clouds
342,Dedovichi,100,RU,2022-07-27 19:22:15,98,57.5517,29.9502,58.21,3.53,overcast clouds
343,Dok Kham Tai,6,TH,2022-07-27 19:22:15,88,19.1624,99.9934,75.94,2.66,clear sky
344,Russell,0,US,2022-07-27 19:22:16,55,32.3502,-85.1999,95.97,4.61,clear sky
345,Dera Bugti,78,PK,2022-07-27 19:22:16,68,29.0307,69.151,86.68,2.62,light rain
346,Domoni,76,KM,2022-07-27 19:22:17,80,-12.2569,44.5319,74.52,6.93,broken clouds
347,Baikunthpur,79,IN,2022-07-27 19:22:17,81,23.25,82.55,77.47,3.0,broken clouds
348,Flinders,1,AU,2022-07-27 19:18:10,67,-34.5833,150.8552,55.18,13.0,clear sky
349,Ahuimanu,75,US,2022-07-27 19:22:18,65,21.4447,-157.8378,82.2,14.97,broken clouds
350,Saurimo,88,AO,2022-07-27 19:22:18,26,-9.6608,20.3916,66.88,3.85,overcast clouds
351,Sorong,21,ID,2022-07-27 19:22:19,90,-0.8833,131.25,77.31,5.17,few clouds
352,Colceag,44,RO,2022-07-27 19:22:19,51,44.95,26.35,80.82,10.16,scattered clouds
353,Oulainen,8,FI,2022-07-27 19:22:20,94,64.2667,24.8,58.8,4.76,clear sky
354,Jabinyanah,6,TN,2022-07-27 19:22:20,51,35.035,10.9081,89.4,9.22,clear sky
355,Hasaki,100,JP,2022-07-27 19:22:21,90,35.7333,140.8333,79.29,15.61,overcast clouds
356,Nakhodka,96,RU,2022-07-27 19:22:21,95,42.8333,132.8947,68.5,4.21,overcast clouds
357,Twentynine Palms,61,US,2022-07-27 19:21:11,26,34.1356,-116.0542,98.13,3.36,broken clouds
358,Poum,95,NC,2022-07-27 19:21:21,76,-20.2333,164.0167,72.18,17.34,overcast clouds
359,Cabo San Lucas,20,MX,2022-07-27 19:20:39,71,22.8909,-109.9124,93.61,13.8,few clouds
360,Iqaluit,20,CA,2022-07-27 19:22:23,54,63.7506,-68.5145,56.93,4.61,few clouds
361,Kulhudhuffushi,14,MV,2022-07-27 19:22:23,75,6.6221,73.07,81.79,15.52,few clouds
362,Boromo,88,BF,2022-07-27 19:22:23,64,11.75,-2.9333,83.3,9.55,overcast clouds
363,Asau,14,RO,2022-07-27 19:22:24,84,46.4333,26.4,70.72,4.83,few clouds
364,Praia Da Vitoria,75,PT,2022-07-27 19:22:24,78,38.7333,-27.0667,77.76,5.91,broken clouds
365,Longyearbyen,40,SJ,2022-07-27 19:22:25,66,78.2186,15.6401,49.84,18.41,scattered clouds
366,Ilulissat,75,GL,2022-07-27 19:22:25,87,69.2167,-51.1,44.62,5.75,broken clouds
367,Sambava,8,MG,2022-07-27 19:22:26,88,-14.2667,50.1667,67.66,8.7,clear sky
368,Abalak,100,RU,2022-07-27 19:22:26,70,58.1286,68.5944,59.02,9.35,overcast clouds
369,Tambongon,100,PH,2022-07-27 19:22:27,82,10.9677,123.9244,80.74,4.7,overcast clouds
370,Poindimie,100,NC,2022-07-27 19:22:27,84,-20.9333,165.3333,67.8,6.6,overcast clouds
371,Challapata,6,BO,2022-07-27 19:22:28,21,-18.9,-66.7667,58.33,7.81,clear sky
372,Ginir,39,ET,2022-07-27 19:22:28,60,7.1333,40.7,62.37,13.38,scattered clouds
373,Hampton,75,US,2022-07-27 19:20:10,67,37.0299,-76.3452,91.6,12.66,broken clouds
374,Ratnagiri,94,IN,2022-07-27 19:22:29,88,16.9833,73.3,79.43,7.54,overcast clouds
375,Buala,22,SB,2022-07-27 19:22:29,80,-8.145,159.5921,78.6,5.59,few clouds
376,Pathein,6,MM,2022-07-27 19:22:30,88,16.7833,94.7333,79.86,5.59,clear sky
377,Toccoa,40,US,2022-07-27 19:21:40,54,34.5773,-83.3324,92.79,0.0,scattered clouds
378,Sorgun,0,TR,2022-07-27 19:22:30,52,39.8101,35.186,64.78,7.85,clear sky
379,Cap Malheureux,24,MU,2022-07-27 19:22:31,73,-19.9842,57.6142,71.47,5.01,few clouds
380,Waddan,0,LY,2022-07-27 19:22:31,13,29.1614,16.139,88.95,10.58,clear sky
381,Lubango,47,AO,2022-07-27 19:22:32,47,-14.9172,13.4925,59.13,3.74,scattered clouds
382,Gebre Guracha,88,ET,2022-07-27 19:22:32,91,9.8,38.4,52.38,0.81,light rain
383,Clarksburg,100,US,2022-07-27 19:22:33,78,39.2807,-80.3445,80.91,9.22,moderate rain
384,Ndele,100,CF,2022-07-27 19:22:33,93,8.4109,20.6473,71.87,3.11,light rain
385,Luderitz,0,NA,2022-07-27 19:22:34,72,-26.6481,15.1594,57.74,7.0,clear sky
386,Benjamin Constant,40,BR,2022-07-27 19:22:34,78,-4.3831,-70.0311,80.73,8.05,scattered clouds
387,Adrar,4,MR,2022-07-27 19:22:35,8,20.5022,-10.0711,108.36,19.46,clear sky
388,Tyrma,100,RU,2022-07-27 19:22:35,98,50.0833,132.1667,65.08,1.34,overcast clouds
389,Mahebourg,75,MU,2022-07-27 19:22:36,88,-20.4081,57.7,71.26,11.5,broken clouds
390,Verkh-Usugli,69,RU,2022-07-27 19:22:36,99,52.7,115.1667,49.69,0.81,broken clouds
391,La Romana,40,DO,2022-07-27 19:22:37,55,18.4273,-68.9728,89.96,9.22,scattered clouds
392,Umm Kaddadah,43,SD,2022-07-27 19:22:37,51,13.6017,26.6876,82.83,16.08,scattered clouds
393,Warrington,20,GB,2022-07-27 19:22:38,64,53.3925,-2.5802,68.86,10.36,few clouds
394,Chifeng,100,CN,2022-07-27 19:22:38,85,42.2683,118.9636,67.87,1.48,light rain
395,Boyuibe,45,BO,2022-07-27 19:22:39,25,-20.4167,-63.2833,90.77,14.05,scattered clouds
396,Quatre Cocos,54,MU,2022-07-27 19:19:35,78,-20.2078,57.7625,71.1,12.84,light rain
397,Maamba,0,ZM,2022-07-27 19:22:40,57,-17.3667,27.15,60.46,4.07,clear sky
398,Mayo,100,US,2022-07-27 19:22:40,74,38.8876,-76.5119,90.97,1.99,overcast clouds
399,Dukat,12,RU,2022-07-27 19:22:41,63,62.55,155.55,47.1,4.45,few clouds
400,Katobu,17,ID,2022-07-27 19:22:41,87,-4.9408,122.5276,72.36,3.98,few clouds
401,Avera,100,US,2022-07-27 19:22:42,31,33.194,-82.5271,93.54,7.76,overcast clouds
402,Topolobampo,40,MX,2022-07-27 19:22:42,55,25.6,-109.05,89.51,13.8,scattered clouds
403,Karasjok,93,NO,2022-07-27 19:22:43,84,69.4719,25.5112,56.03,16.84,overcast clouds
404,Bambanglipuro,100,ID,2022-07-27 19:22:43,92,-7.95,110.2833,73.42,2.8,overcast clouds
405,Belaya Gora,100,RU,2022-07-27 19:22:44,52,68.5333,146.4167,48.99,6.71,overcast clouds
406,Ixtapa,100,MX,2022-07-27 19:22:44,58,20.7,-105.2,88.83,3.44,overcast clouds
407,Tarko-Sale,13,RU,2022-07-27 19:22:45,80,64.9225,77.785,51.8,10.96,few clouds
408,Dalbandin,63,PK,2022-07-27 19:22:45,51,28.8947,64.4101,87.49,9.57,light rain
409,Cabedelo,9,BR,2022-07-27 19:22:46,75,-6.9811,-34.8339,79.47,13.38,clear sky
410,Baghdad,0,IQ,2022-07-27 19:21:57,16,33.3406,44.4009,93.11,8.05,clear sky
411,Luena,99,AO,2022-07-27 19:22:46,30,-11.7833,19.9167,58.39,4.52,overcast clouds
412,Beloha,0,MG,2022-07-27 19:22:47,76,-25.1667,45.05,61.36,5.82,clear sky
413,Grants Pass,0,US,2022-07-27 19:21:10,44,42.439,-123.3284,97.2,1.99,clear sky
414,Chulakivka,0,UA,2022-07-27 19:22:48,74,46.3576,32.3514,72.28,7.74,clear sky
415,Ocampo,42,MX,2022-07-27 19:22:48,28,21.65,-101.5,75.78,6.08,scattered clouds
416,Auki,11,SB,2022-07-27 19:22:49,86,-8.7676,160.7034,75.78,3.78,few clouds
417,Prince Rupert,0,CA,2022-07-27 19:22:49,80,54.3161,-130.3201,68.09,11.5,clear sky
418,Sioux Falls,40,US,2022-07-27 19:22:42,41,43.55,-96.7003,87.66,12.66,scattered clouds
419,Padang,78,ID,2022-07-27 19:22:50,83,-0.9492,100.3543,77.13,4.14,broken clouds
420,Guliston,1,UZ,2022-07-27 19:22:50,30,40.4897,68.7842,79.97,3.76,clear sky
421,Nuuk,40,GL,2022-07-27 19:22:51,76,64.1835,-51.7216,48.81,9.22,scattered clouds
422,Cherskiy,27,RU,2022-07-27 19:22:51,62,68.75,161.3,45.95,2.64,scattered clouds
423,Liberal,0,US,2022-07-27 19:22:52,54,37.0431,-100.921,87.04,3.44,clear sky
424,Aanekoski,88,FI,2022-07-27 19:22:52,100,62.6946,25.818,59.86,5.21,overcast clouds
425,Bereda,9,ES,2022-07-27 19:22:53,79,43.2686,-7.5406,68.41,4.65,clear sky
426,Aguimes,20,ES,2022-07-27 19:22:53,61,27.9054,-15.4461,76.66,27.63,few clouds
427,Santiago Del Estero,1,AR,2022-07-27 19:21:31,40,-27.7951,-64.2615,81.86,10.4,clear sky
428,Chimbarongo,96,CL,2022-07-27 19:22:54,76,-34.7,-71.05,59.88,3.04,overcast clouds
429,Verkhoyansk,100,RU,2022-07-27 19:22:55,66,67.5447,133.385,66.38,1.3,overcast clouds
430,Richards Bay,41,ZA,2022-07-27 19:22:55,85,-28.783,32.0377,67.77,10.33,scattered clouds
431,Stepnogorsk,93,KZ,2022-07-27 19:22:56,65,52.3544,71.8869,68.02,4.56,overcast clouds
432,Cidreira,97,BR,2022-07-27 19:22:56,76,-30.1811,-50.2056,65.25,6.96,overcast clouds
433,Kijang,23,KR,2022-07-27 19:22:57,91,35.2442,129.2139,78.53,9.93,few clouds
434,Priiskovyy,78,RU,2022-07-27 19:22:57,97,51.9333,116.6333,55.63,2.44,light rain
435,Dasoguz,0,TM,2022-07-27 19:22:57,39,41.8363,59.9666,84.15,6.91,clear sky
436,Oktyabrskiy,8,RU,2022-07-27 19:22:58,93,54.4815,53.471,63.5,4.63,clear sky
437,Rudbar,9,AF,2022-07-27 19:22:58,42,30.15,62.6,93.07,11.72,clear sky
438,Tazovskiy,11,RU,2022-07-27 19:22:59,90,67.4667,78.7,44.31,7.9,few clouds
439,Jaguarao,100,BR,2022-07-27 19:22:59,67,-32.5661,-53.3758,73.85,3.62,overcast clouds
440,Bundaberg,0,AU,2022-07-27 19:23:00,80,-24.85,152.35,45.21,1.01,clear sky
441,Sao Jose Da Coroa Grande,51,BR,2022-07-27 19:23:01,77,-8.8978,-35.1478,76.82,9.42,broken clouds
442,Shakawe,0,BW,2022-07-27 19:18:37,27,-18.3667,21.85,62.6,6.49,clear sky
443,Gizo,43,SB,2022-07-27 19:20:57,76,-8.103,156.8419,81.09,11.39,scattered clouds
444,Nizhniy Baskunchak,81,RU,2022-07-27 19:23:02,56,48.2198,46.8311,76.57,9.22,broken clouds
445,Lujan,53,AR,2022-07-27 19:23:02,87,-34.5703,-59.105,72.12,5.59,broken clouds
446,Bengkulu,25,ID,2022-07-27 19:23:03,86,-3.8004,102.2655,76.06,2.59,scattered clouds
447,Inta,87,RU,2022-07-27 19:23:03,63,66.0317,60.1659,57.7,9.26,overcast clouds
448,Taunggyi,73,MM,2022-07-27 19:23:03,93,20.7833,97.0333,64.54,0.72,broken clouds
449,Hettstedt,42,DE,2022-07-27 19:23:04,44,51.65,11.5,65.95,7.58,scattered clouds
450,Anastacio,6,BR,2022-07-27 19:20:29,17,-20.4836,-55.8069,95.5,5.37,clear sky
451,Mocajuba,85,BR,2022-07-27 19:23:05,36,-2.5842,-49.5072,93.47,2.35,overcast clouds
452,Tautira,100,PF,2022-07-27 19:23:05,76,-17.7333,-149.15,76.57,23.58,overcast clouds
453,Faanui,17,PF,2022-07-27 19:23:06,76,-16.4833,-151.75,78.28,21.0,light rain
454,Port-Gentil,40,GA,2022-07-27 19:23:07,88,-0.7193,8.7815,75.16,10.36,scattered clouds
455,Oskemen,9,KZ,2022-07-27 19:23:07,88,49.9565,82.6119,57.16,2.24,clear sky
